Image,Label
/data2/lyy/patch/train/1-100/70_40.npy,/data2/lyy/patch/train/Full_dose/70_40.npy
/data2/lyy/patch/train/1-100/146_31.npy,/data2/lyy/patch/train/Full_dose/146_31.npy
/data2/lyy/patch/train/1-100/223_12.npy,/data2/lyy/patch/train/Full_dose/223_12.npy
/data2/lyy/patch/train/1-100/252_41.npy,/data2/lyy/patch/train/Full_dose/252_41.npy
/data2/lyy/patch/train/1-100/286_28.npy,/data2/lyy/patch/train/Full_dose/286_28.npy
/data2/lyy/patch/train/1-100/131_8.npy,/data2/lyy/patch/train/Full_dose/131_8.npy
/data2/lyy/patch/train/1-100/162_44.npy,/data2/lyy/patch/train/Full_dose/162_44.npy
/data2/lyy/patch/train/1-100/165_54.npy,/data2/lyy/patch/train/Full_dose/165_54.npy
/data2/lyy/patch/train/1-100/196_42.npy,/data2/lyy/patch/train/Full_dose/196_42.npy
/data2/lyy/patch/train/1-100/125_51.npy,/data2/lyy/patch/train/Full_dose/125_51.npy
/data2/lyy/patch/train/1-100/181_35.npy,/data2/lyy/patch/train/Full_dose/181_35.npy
/data2/lyy/patch/train/1-100/256_46.npy,/data2/lyy/patch/train/Full_dose/256_46.npy
/data2/lyy/patch/train/1-100/141_41.npy,/data2/lyy/patch/train/Full_dose/141_41.npy
/data2/lyy/patch/train/1-100/186_9.npy,/data2/lyy/patch/train/Full_dose/186_9.npy
/data2/lyy/patch/train/1-100/108_30.npy,/data2/lyy/patch/train/Full_dose/108_30.npy
/data2/lyy/patch/train/1-100/259_17.npy,/data2/lyy/patch/train/Full_dose/259_17.npy
/data2/lyy/patch/train/1-100/155_14.npy,/data2/lyy/patch/train/Full_dose/155_14.npy
/data2/lyy/patch/train/1-100/256_7.npy,/data2/lyy/patch/train/Full_dose/256_7.npy
/data2/lyy/patch/train/1-100/136_53.npy,/data2/lyy/patch/train/Full_dose/136_53.npy
/data2/lyy/patch/train/1-100/138_50.npy,/data2/lyy/patch/train/Full_dose/138_50.npy
/data2/lyy/patch/train/1-100/229_2.npy,/data2/lyy/patch/train/Full_dose/229_2.npy
/data2/lyy/patch/train/1-100/29_41.npy,/data2/lyy/patch/train/Full_dose/29_41.npy
/data2/lyy/patch/train/1-100/234_20.npy,/data2/lyy/patch/train/Full_dose/234_20.npy
/data2/lyy/patch/train/1-100/226_4.npy,/data2/lyy/patch/train/Full_dose/226_4.npy
/data2/lyy/patch/train/1-100/12_54.npy,/data2/lyy/patch/train/Full_dose/12_54.npy
/data2/lyy/patch/train/1-100/53_30.npy,/data2/lyy/patch/train/Full_dose/53_30.npy
/data2/lyy/patch/train/1-100/13_17.npy,/data2/lyy/patch/train/Full_dose/13_17.npy
/data2/lyy/patch/train/1-100/257_53.npy,/data2/lyy/patch/train/Full_dose/257_53.npy
/data2/lyy/patch/train/1-100/211_26.npy,/data2/lyy/patch/train/Full_dose/211_26.npy
/data2/lyy/patch/train/1-100/51_27.npy,/data2/lyy/patch/train/Full_dose/51_27.npy
/data2/lyy/patch/train/1-100/260_34.npy,/data2/lyy/patch/train/Full_dose/260_34.npy
/data2/lyy/patch/train/1-100/78_23.npy,/data2/lyy/patch/train/Full_dose/78_23.npy
/data2/lyy/patch/train/1-100/169_54.npy,/data2/lyy/patch/train/Full_dose/169_54.npy
/data2/lyy/patch/train/1-100/269_21.npy,/data2/lyy/patch/train/Full_dose/269_21.npy
/data2/lyy/patch/train/1-100/79_26.npy,/data2/lyy/patch/train/Full_dose/79_26.npy
/data2/lyy/patch/train/1-100/251_45.npy,/data2/lyy/patch/train/Full_dose/251_45.npy
/data2/lyy/patch/train/1-100/100_40.npy,/data2/lyy/patch/train/Full_dose/100_40.npy
/data2/lyy/patch/train/1-100/230_23.npy,/data2/lyy/patch/train/Full_dose/230_23.npy
/data2/lyy/patch/train/1-100/68_28.npy,/data2/lyy/patch/train/Full_dose/68_28.npy
/data2/lyy/patch/train/1-100/225_50.npy,/data2/lyy/patch/train/Full_dose/225_50.npy
/data2/lyy/patch/train/1-100/25_48.npy,/data2/lyy/patch/train/Full_dose/25_48.npy
/data2/lyy/patch/train/1-100/110_37.npy,/data2/lyy/patch/train/Full_dose/110_37.npy
/data2/lyy/patch/train/1-100/148_9.npy,/data2/lyy/patch/train/Full_dose/148_9.npy
/data2/lyy/patch/train/1-100/247_48.npy,/data2/lyy/patch/train/Full_dose/247_48.npy
/data2/lyy/patch/train/1-100/17_10.npy,/data2/lyy/patch/train/Full_dose/17_10.npy
/data2/lyy/patch/train/1-100/144_49.npy,/data2/lyy/patch/train/Full_dose/144_49.npy
/data2/lyy/patch/train/1-100/107_48.npy,/data2/lyy/patch/train/Full_dose/107_48.npy
/data2/lyy/patch/train/1-100/51_14.npy,/data2/lyy/patch/train/Full_dose/51_14.npy
/data2/lyy/patch/train/1-100/260_49.npy,/data2/lyy/patch/train/Full_dose/260_49.npy
/data2/lyy/patch/train/1-100/299_34.npy,/data2/lyy/patch/train/Full_dose/299_34.npy
/data2/lyy/patch/train/1-100/286_36.npy,/data2/lyy/patch/train/Full_dose/286_36.npy
/data2/lyy/patch/train/1-100/288_1.npy,/data2/lyy/patch/train/Full_dose/288_1.npy
/data2/lyy/patch/train/1-100/173_2.npy,/data2/lyy/patch/train/Full_dose/173_2.npy
/data2/lyy/patch/train/1-100/238_4.npy,/data2/lyy/patch/train/Full_dose/238_4.npy
/data2/lyy/patch/train/1-100/227_42.npy,/data2/lyy/patch/train/Full_dose/227_42.npy
/data2/lyy/patch/train/1-100/71_28.npy,/data2/lyy/patch/train/Full_dose/71_28.npy
/data2/lyy/patch/train/1-100/228_11.npy,/data2/lyy/patch/train/Full_dose/228_11.npy
/data2/lyy/patch/train/1-100/140_21.npy,/data2/lyy/patch/train/Full_dose/140_21.npy
/data2/lyy/patch/train/1-100/150_10.npy,/data2/lyy/patch/train/Full_dose/150_10.npy
/data2/lyy/patch/train/1-100/196_21.npy,/data2/lyy/patch/train/Full_dose/196_21.npy
/data2/lyy/patch/train/1-100/227_23.npy,/data2/lyy/patch/train/Full_dose/227_23.npy
/data2/lyy/patch/train/1-100/135_40.npy,/data2/lyy/patch/train/Full_dose/135_40.npy
/data2/lyy/patch/train/1-100/184_28.npy,/data2/lyy/patch/train/Full_dose/184_28.npy
/data2/lyy/patch/train/1-100/90_26.npy,/data2/lyy/patch/train/Full_dose/90_26.npy
/data2/lyy/patch/train/1-100/56_26.npy,/data2/lyy/patch/train/Full_dose/56_26.npy
/data2/lyy/patch/train/1-100/206_11.npy,/data2/lyy/patch/train/Full_dose/206_11.npy
/data2/lyy/patch/train/1-100/239_54.npy,/data2/lyy/patch/train/Full_dose/239_54.npy
/data2/lyy/patch/train/1-100/150_32.npy,/data2/lyy/patch/train/Full_dose/150_32.npy
/data2/lyy/patch/train/1-100/172_10.npy,/data2/lyy/patch/train/Full_dose/172_10.npy
/data2/lyy/patch/train/1-100/282_2.npy,/data2/lyy/patch/train/Full_dose/282_2.npy
/data2/lyy/patch/train/1-100/269_27.npy,/data2/lyy/patch/train/Full_dose/269_27.npy
/data2/lyy/patch/train/1-100/82_36.npy,/data2/lyy/patch/train/Full_dose/82_36.npy
/data2/lyy/patch/train/1-100/94_13.npy,/data2/lyy/patch/train/Full_dose/94_13.npy
/data2/lyy/patch/train/1-100/147_2.npy,/data2/lyy/patch/train/Full_dose/147_2.npy
/data2/lyy/patch/train/1-100/277_15.npy,/data2/lyy/patch/train/Full_dose/277_15.npy
/data2/lyy/patch/train/1-100/54_43.npy,/data2/lyy/patch/train/Full_dose/54_43.npy
/data2/lyy/patch/train/1-100/86_8.npy,/data2/lyy/patch/train/Full_dose/86_8.npy
/data2/lyy/patch/train/1-100/247_53.npy,/data2/lyy/patch/train/Full_dose/247_53.npy
/data2/lyy/patch/train/1-100/230_43.npy,/data2/lyy/patch/train/Full_dose/230_43.npy
/data2/lyy/patch/train/1-100/223_49.npy,/data2/lyy/patch/train/Full_dose/223_49.npy
/data2/lyy/patch/train/1-100/291_38.npy,/data2/lyy/patch/train/Full_dose/291_38.npy
/data2/lyy/patch/train/1-100/67_6.npy,/data2/lyy/patch/train/Full_dose/67_6.npy
/data2/lyy/patch/train/1-100/85_46.npy,/data2/lyy/patch/train/Full_dose/85_46.npy
/data2/lyy/patch/train/1-100/46_23.npy,/data2/lyy/patch/train/Full_dose/46_23.npy
/data2/lyy/patch/train/1-100/168_11.npy,/data2/lyy/patch/train/Full_dose/168_11.npy
/data2/lyy/patch/train/1-100/10_50.npy,/data2/lyy/patch/train/Full_dose/10_50.npy
/data2/lyy/patch/train/1-100/225_8.npy,/data2/lyy/patch/train/Full_dose/225_8.npy
/data2/lyy/patch/train/1-100/200_9.npy,/data2/lyy/patch/train/Full_dose/200_9.npy
/data2/lyy/patch/train/1-100/265_17.npy,/data2/lyy/patch/train/Full_dose/265_17.npy
/data2/lyy/patch/train/1-100/261_10.npy,/data2/lyy/patch/train/Full_dose/261_10.npy
/data2/lyy/patch/train/1-100/139_14.npy,/data2/lyy/patch/train/Full_dose/139_14.npy
/data2/lyy/patch/train/1-100/107_31.npy,/data2/lyy/patch/train/Full_dose/107_31.npy
/data2/lyy/patch/train/1-100/183_35.npy,/data2/lyy/patch/train/Full_dose/183_35.npy
/data2/lyy/patch/train/1-100/205_28.npy,/data2/lyy/patch/train/Full_dose/205_28.npy
/data2/lyy/patch/train/1-100/103_26.npy,/data2/lyy/patch/train/Full_dose/103_26.npy
/data2/lyy/patch/train/1-100/219_3.npy,/data2/lyy/patch/train/Full_dose/219_3.npy
/data2/lyy/patch/train/1-100/226_40.npy,/data2/lyy/patch/train/Full_dose/226_40.npy
/data2/lyy/patch/train/1-100/136_18.npy,/data2/lyy/patch/train/Full_dose/136_18.npy
/data2/lyy/patch/train/1-100/183_20.npy,/data2/lyy/patch/train/Full_dose/183_20.npy
/data2/lyy/patch/train/1-100/86_4.npy,/data2/lyy/patch/train/Full_dose/86_4.npy
/data2/lyy/patch/train/1-100/92_8.npy,/data2/lyy/patch/train/Full_dose/92_8.npy
/data2/lyy/patch/train/1-100/222_47.npy,/data2/lyy/patch/train/Full_dose/222_47.npy
/data2/lyy/patch/train/1-100/265_1.npy,/data2/lyy/patch/train/Full_dose/265_1.npy
/data2/lyy/patch/train/1-100/238_41.npy,/data2/lyy/patch/train/Full_dose/238_41.npy
/data2/lyy/patch/train/1-100/131_47.npy,/data2/lyy/patch/train/Full_dose/131_47.npy
/data2/lyy/patch/train/1-100/33_33.npy,/data2/lyy/patch/train/Full_dose/33_33.npy
/data2/lyy/patch/train/1-100/45_22.npy,/data2/lyy/patch/train/Full_dose/45_22.npy
/data2/lyy/patch/train/1-100/146_2.npy,/data2/lyy/patch/train/Full_dose/146_2.npy
/data2/lyy/patch/train/1-100/203_51.npy,/data2/lyy/patch/train/Full_dose/203_51.npy
/data2/lyy/patch/train/1-100/33_23.npy,/data2/lyy/patch/train/Full_dose/33_23.npy
/data2/lyy/patch/train/1-100/82_41.npy,/data2/lyy/patch/train/Full_dose/82_41.npy
/data2/lyy/patch/train/1-100/6_4.npy,/data2/lyy/patch/train/Full_dose/6_4.npy
/data2/lyy/patch/train/1-100/173_49.npy,/data2/lyy/patch/train/Full_dose/173_49.npy
/data2/lyy/patch/train/1-100/88_54.npy,/data2/lyy/patch/train/Full_dose/88_54.npy
/data2/lyy/patch/train/1-100/272_12.npy,/data2/lyy/patch/train/Full_dose/272_12.npy
/data2/lyy/patch/train/1-100/42_13.npy,/data2/lyy/patch/train/Full_dose/42_13.npy
/data2/lyy/patch/train/1-100/65_41.npy,/data2/lyy/patch/train/Full_dose/65_41.npy
/data2/lyy/patch/train/1-100/207_45.npy,/data2/lyy/patch/train/Full_dose/207_45.npy
/data2/lyy/patch/train/1-100/151_24.npy,/data2/lyy/patch/train/Full_dose/151_24.npy
/data2/lyy/patch/train/1-100/188_48.npy,/data2/lyy/patch/train/Full_dose/188_48.npy
/data2/lyy/patch/train/1-100/238_45.npy,/data2/lyy/patch/train/Full_dose/238_45.npy
/data2/lyy/patch/train/1-100/117_27.npy,/data2/lyy/patch/train/Full_dose/117_27.npy
/data2/lyy/patch/train/1-100/168_32.npy,/data2/lyy/patch/train/Full_dose/168_32.npy
/data2/lyy/patch/train/1-100/188_15.npy,/data2/lyy/patch/train/Full_dose/188_15.npy
/data2/lyy/patch/train/1-100/284_27.npy,/data2/lyy/patch/train/Full_dose/284_27.npy
/data2/lyy/patch/train/1-100/195_20.npy,/data2/lyy/patch/train/Full_dose/195_20.npy
/data2/lyy/patch/train/1-100/96_45.npy,/data2/lyy/patch/train/Full_dose/96_45.npy
/data2/lyy/patch/train/1-100/0_9.npy,/data2/lyy/patch/train/Full_dose/0_9.npy
/data2/lyy/patch/train/1-100/219_48.npy,/data2/lyy/patch/train/Full_dose/219_48.npy
/data2/lyy/patch/train/1-100/106_54.npy,/data2/lyy/patch/train/Full_dose/106_54.npy
/data2/lyy/patch/train/1-100/30_53.npy,/data2/lyy/patch/train/Full_dose/30_53.npy
/data2/lyy/patch/train/1-100/143_15.npy,/data2/lyy/patch/train/Full_dose/143_15.npy
/data2/lyy/patch/train/1-100/139_17.npy,/data2/lyy/patch/train/Full_dose/139_17.npy
/data2/lyy/patch/train/1-100/61_11.npy,/data2/lyy/patch/train/Full_dose/61_11.npy
/data2/lyy/patch/train/1-100/210_50.npy,/data2/lyy/patch/train/Full_dose/210_50.npy
/data2/lyy/patch/train/1-100/157_28.npy,/data2/lyy/patch/train/Full_dose/157_28.npy
/data2/lyy/patch/train/1-100/29_2.npy,/data2/lyy/patch/train/Full_dose/29_2.npy
/data2/lyy/patch/train/1-100/283_50.npy,/data2/lyy/patch/train/Full_dose/283_50.npy
/data2/lyy/patch/train/1-100/248_36.npy,/data2/lyy/patch/train/Full_dose/248_36.npy
/data2/lyy/patch/train/1-100/10_9.npy,/data2/lyy/patch/train/Full_dose/10_9.npy
/data2/lyy/patch/train/1-100/32_40.npy,/data2/lyy/patch/train/Full_dose/32_40.npy
/data2/lyy/patch/train/1-100/176_28.npy,/data2/lyy/patch/train/Full_dose/176_28.npy
/data2/lyy/patch/train/1-100/161_24.npy,/data2/lyy/patch/train/Full_dose/161_24.npy
/data2/lyy/patch/train/1-100/280_26.npy,/data2/lyy/patch/train/Full_dose/280_26.npy
/data2/lyy/patch/train/1-100/204_35.npy,/data2/lyy/patch/train/Full_dose/204_35.npy
/data2/lyy/patch/train/1-100/18_42.npy,/data2/lyy/patch/train/Full_dose/18_42.npy
/data2/lyy/patch/train/1-100/264_15.npy,/data2/lyy/patch/train/Full_dose/264_15.npy
/data2/lyy/patch/train/1-100/264_36.npy,/data2/lyy/patch/train/Full_dose/264_36.npy
/data2/lyy/patch/train/1-100/139_3.npy,/data2/lyy/patch/train/Full_dose/139_3.npy
/data2/lyy/patch/train/1-100/99_52.npy,/data2/lyy/patch/train/Full_dose/99_52.npy
/data2/lyy/patch/train/1-100/284_53.npy,/data2/lyy/patch/train/Full_dose/284_53.npy
/data2/lyy/patch/train/1-100/112_53.npy,/data2/lyy/patch/train/Full_dose/112_53.npy
/data2/lyy/patch/train/1-100/251_5.npy,/data2/lyy/patch/train/Full_dose/251_5.npy
/data2/lyy/patch/train/1-100/55_49.npy,/data2/lyy/patch/train/Full_dose/55_49.npy
/data2/lyy/patch/train/1-100/283_51.npy,/data2/lyy/patch/train/Full_dose/283_51.npy
/data2/lyy/patch/train/1-100/198_31.npy,/data2/lyy/patch/train/Full_dose/198_31.npy
/data2/lyy/patch/train/1-100/266_30.npy,/data2/lyy/patch/train/Full_dose/266_30.npy
/data2/lyy/patch/train/1-100/59_46.npy,/data2/lyy/patch/train/Full_dose/59_46.npy
/data2/lyy/patch/train/1-100/132_3.npy,/data2/lyy/patch/train/Full_dose/132_3.npy
/data2/lyy/patch/train/1-100/121_33.npy,/data2/lyy/patch/train/Full_dose/121_33.npy
/data2/lyy/patch/train/1-100/165_12.npy,/data2/lyy/patch/train/Full_dose/165_12.npy
/data2/lyy/patch/train/1-100/269_5.npy,/data2/lyy/patch/train/Full_dose/269_5.npy
/data2/lyy/patch/train/1-100/134_18.npy,/data2/lyy/patch/train/Full_dose/134_18.npy
/data2/lyy/patch/train/1-100/260_31.npy,/data2/lyy/patch/train/Full_dose/260_31.npy
/data2/lyy/patch/train/1-100/252_33.npy,/data2/lyy/patch/train/Full_dose/252_33.npy
/data2/lyy/patch/train/1-100/257_28.npy,/data2/lyy/patch/train/Full_dose/257_28.npy
/data2/lyy/patch/train/1-100/21_5.npy,/data2/lyy/patch/train/Full_dose/21_5.npy
/data2/lyy/patch/train/1-100/295_2.npy,/data2/lyy/patch/train/Full_dose/295_2.npy
/data2/lyy/patch/train/1-100/257_30.npy,/data2/lyy/patch/train/Full_dose/257_30.npy
/data2/lyy/patch/train/1-100/125_19.npy,/data2/lyy/patch/train/Full_dose/125_19.npy
/data2/lyy/patch/train/1-100/230_14.npy,/data2/lyy/patch/train/Full_dose/230_14.npy
/data2/lyy/patch/train/1-100/265_47.npy,/data2/lyy/patch/train/Full_dose/265_47.npy
/data2/lyy/patch/train/1-100/79_49.npy,/data2/lyy/patch/train/Full_dose/79_49.npy
/data2/lyy/patch/train/1-100/272_15.npy,/data2/lyy/patch/train/Full_dose/272_15.npy
/data2/lyy/patch/train/1-100/93_30.npy,/data2/lyy/patch/train/Full_dose/93_30.npy
/data2/lyy/patch/train/1-100/150_9.npy,/data2/lyy/patch/train/Full_dose/150_9.npy
/data2/lyy/patch/train/1-100/154_2.npy,/data2/lyy/patch/train/Full_dose/154_2.npy
/data2/lyy/patch/train/1-100/33_7.npy,/data2/lyy/patch/train/Full_dose/33_7.npy
/data2/lyy/patch/train/1-100/99_18.npy,/data2/lyy/patch/train/Full_dose/99_18.npy
/data2/lyy/patch/train/1-100/126_42.npy,/data2/lyy/patch/train/Full_dose/126_42.npy
/data2/lyy/patch/train/1-100/280_35.npy,/data2/lyy/patch/train/Full_dose/280_35.npy
/data2/lyy/patch/train/1-100/37_43.npy,/data2/lyy/patch/train/Full_dose/37_43.npy
/data2/lyy/patch/train/1-100/292_37.npy,/data2/lyy/patch/train/Full_dose/292_37.npy
/data2/lyy/patch/train/1-100/39_51.npy,/data2/lyy/patch/train/Full_dose/39_51.npy
/data2/lyy/patch/train/1-100/76_16.npy,/data2/lyy/patch/train/Full_dose/76_16.npy
/data2/lyy/patch/train/1-100/66_46.npy,/data2/lyy/patch/train/Full_dose/66_46.npy
/data2/lyy/patch/train/1-100/61_25.npy,/data2/lyy/patch/train/Full_dose/61_25.npy
/data2/lyy/patch/train/1-100/239_46.npy,/data2/lyy/patch/train/Full_dose/239_46.npy
/data2/lyy/patch/train/1-100/267_2.npy,/data2/lyy/patch/train/Full_dose/267_2.npy
/data2/lyy/patch/train/1-100/54_17.npy,/data2/lyy/patch/train/Full_dose/54_17.npy
/data2/lyy/patch/train/1-100/297_10.npy,/data2/lyy/patch/train/Full_dose/297_10.npy
/data2/lyy/patch/train/1-100/96_18.npy,/data2/lyy/patch/train/Full_dose/96_18.npy
/data2/lyy/patch/train/1-100/195_33.npy,/data2/lyy/patch/train/Full_dose/195_33.npy
/data2/lyy/patch/train/1-100/90_29.npy,/data2/lyy/patch/train/Full_dose/90_29.npy
/data2/lyy/patch/train/1-100/13_21.npy,/data2/lyy/patch/train/Full_dose/13_21.npy
/data2/lyy/patch/train/1-100/53_54.npy,/data2/lyy/patch/train/Full_dose/53_54.npy
/data2/lyy/patch/train/1-100/49_19.npy,/data2/lyy/patch/train/Full_dose/49_19.npy
/data2/lyy/patch/train/1-100/296_41.npy,/data2/lyy/patch/train/Full_dose/296_41.npy
/data2/lyy/patch/train/1-100/250_5.npy,/data2/lyy/patch/train/Full_dose/250_5.npy
/data2/lyy/patch/train/1-100/277_4.npy,/data2/lyy/patch/train/Full_dose/277_4.npy
/data2/lyy/patch/train/1-100/16_34.npy,/data2/lyy/patch/train/Full_dose/16_34.npy
/data2/lyy/patch/train/1-100/136_44.npy,/data2/lyy/patch/train/Full_dose/136_44.npy
/data2/lyy/patch/train/1-100/265_31.npy,/data2/lyy/patch/train/Full_dose/265_31.npy
/data2/lyy/patch/train/1-100/168_41.npy,/data2/lyy/patch/train/Full_dose/168_41.npy
/data2/lyy/patch/train/1-100/172_1.npy,/data2/lyy/patch/train/Full_dose/172_1.npy
/data2/lyy/patch/train/1-100/207_17.npy,/data2/lyy/patch/train/Full_dose/207_17.npy
/data2/lyy/patch/train/1-100/4_47.npy,/data2/lyy/patch/train/Full_dose/4_47.npy
/data2/lyy/patch/train/1-100/32_39.npy,/data2/lyy/patch/train/Full_dose/32_39.npy
/data2/lyy/patch/train/1-100/297_38.npy,/data2/lyy/patch/train/Full_dose/297_38.npy
/data2/lyy/patch/train/1-100/47_27.npy,/data2/lyy/patch/train/Full_dose/47_27.npy
/data2/lyy/patch/train/1-100/291_20.npy,/data2/lyy/patch/train/Full_dose/291_20.npy
/data2/lyy/patch/train/1-100/260_14.npy,/data2/lyy/patch/train/Full_dose/260_14.npy
/data2/lyy/patch/train/1-100/256_16.npy,/data2/lyy/patch/train/Full_dose/256_16.npy
/data2/lyy/patch/train/1-100/260_35.npy,/data2/lyy/patch/train/Full_dose/260_35.npy
/data2/lyy/patch/train/1-100/180_2.npy,/data2/lyy/patch/train/Full_dose/180_2.npy
/data2/lyy/patch/train/1-100/261_27.npy,/data2/lyy/patch/train/Full_dose/261_27.npy
/data2/lyy/patch/train/1-100/154_39.npy,/data2/lyy/patch/train/Full_dose/154_39.npy
/data2/lyy/patch/train/1-100/180_3.npy,/data2/lyy/patch/train/Full_dose/180_3.npy
/data2/lyy/patch/train/1-100/164_20.npy,/data2/lyy/patch/train/Full_dose/164_20.npy
/data2/lyy/patch/train/1-100/269_31.npy,/data2/lyy/patch/train/Full_dose/269_31.npy
/data2/lyy/patch/train/1-100/134_4.npy,/data2/lyy/patch/train/Full_dose/134_4.npy
/data2/lyy/patch/train/1-100/191_34.npy,/data2/lyy/patch/train/Full_dose/191_34.npy
/data2/lyy/patch/train/1-100/168_33.npy,/data2/lyy/patch/train/Full_dose/168_33.npy
/data2/lyy/patch/train/1-100/98_29.npy,/data2/lyy/patch/train/Full_dose/98_29.npy
/data2/lyy/patch/train/1-100/44_7.npy,/data2/lyy/patch/train/Full_dose/44_7.npy
/data2/lyy/patch/train/1-100/172_24.npy,/data2/lyy/patch/train/Full_dose/172_24.npy
/data2/lyy/patch/train/1-100/243_41.npy,/data2/lyy/patch/train/Full_dose/243_41.npy
/data2/lyy/patch/train/1-100/102_52.npy,/data2/lyy/patch/train/Full_dose/102_52.npy
/data2/lyy/patch/train/1-100/94_34.npy,/data2/lyy/patch/train/Full_dose/94_34.npy
/data2/lyy/patch/train/1-100/19_16.npy,/data2/lyy/patch/train/Full_dose/19_16.npy
/data2/lyy/patch/train/1-100/293_2.npy,/data2/lyy/patch/train/Full_dose/293_2.npy
/data2/lyy/patch/train/1-100/130_21.npy,/data2/lyy/patch/train/Full_dose/130_21.npy
/data2/lyy/patch/train/1-100/165_7.npy,/data2/lyy/patch/train/Full_dose/165_7.npy
/data2/lyy/patch/train/1-100/228_46.npy,/data2/lyy/patch/train/Full_dose/228_46.npy
/data2/lyy/patch/train/1-100/12_49.npy,/data2/lyy/patch/train/Full_dose/12_49.npy
/data2/lyy/patch/train/1-100/193_51.npy,/data2/lyy/patch/train/Full_dose/193_51.npy
/data2/lyy/patch/train/1-100/236_2.npy,/data2/lyy/patch/train/Full_dose/236_2.npy
/data2/lyy/patch/train/1-100/41_4.npy,/data2/lyy/patch/train/Full_dose/41_4.npy
/data2/lyy/patch/train/1-100/275_48.npy,/data2/lyy/patch/train/Full_dose/275_48.npy
/data2/lyy/patch/train/1-100/62_8.npy,/data2/lyy/patch/train/Full_dose/62_8.npy
/data2/lyy/patch/train/1-100/54_52.npy,/data2/lyy/patch/train/Full_dose/54_52.npy
/data2/lyy/patch/train/1-100/119_32.npy,/data2/lyy/patch/train/Full_dose/119_32.npy
/data2/lyy/patch/train/1-100/256_29.npy,/data2/lyy/patch/train/Full_dose/256_29.npy
/data2/lyy/patch/train/1-100/50_31.npy,/data2/lyy/patch/train/Full_dose/50_31.npy
/data2/lyy/patch/train/1-100/109_30.npy,/data2/lyy/patch/train/Full_dose/109_30.npy
/data2/lyy/patch/train/1-100/114_45.npy,/data2/lyy/patch/train/Full_dose/114_45.npy
/data2/lyy/patch/train/1-100/12_8.npy,/data2/lyy/patch/train/Full_dose/12_8.npy
/data2/lyy/patch/train/1-100/156_22.npy,/data2/lyy/patch/train/Full_dose/156_22.npy
/data2/lyy/patch/train/1-100/125_54.npy,/data2/lyy/patch/train/Full_dose/125_54.npy
/data2/lyy/patch/train/1-100/7_5.npy,/data2/lyy/patch/train/Full_dose/7_5.npy
/data2/lyy/patch/train/1-100/138_27.npy,/data2/lyy/patch/train/Full_dose/138_27.npy
/data2/lyy/patch/train/1-100/208_8.npy,/data2/lyy/patch/train/Full_dose/208_8.npy
/data2/lyy/patch/train/1-100/61_2.npy,/data2/lyy/patch/train/Full_dose/61_2.npy
/data2/lyy/patch/train/1-100/42_51.npy,/data2/lyy/patch/train/Full_dose/42_51.npy
/data2/lyy/patch/train/1-100/186_49.npy,/data2/lyy/patch/train/Full_dose/186_49.npy
/data2/lyy/patch/train/1-100/139_40.npy,/data2/lyy/patch/train/Full_dose/139_40.npy
/data2/lyy/patch/train/1-100/260_26.npy,/data2/lyy/patch/train/Full_dose/260_26.npy
/data2/lyy/patch/train/1-100/25_45.npy,/data2/lyy/patch/train/Full_dose/25_45.npy
/data2/lyy/patch/train/1-100/172_19.npy,/data2/lyy/patch/train/Full_dose/172_19.npy
/data2/lyy/patch/train/1-100/41_51.npy,/data2/lyy/patch/train/Full_dose/41_51.npy
/data2/lyy/patch/train/1-100/174_6.npy,/data2/lyy/patch/train/Full_dose/174_6.npy
/data2/lyy/patch/train/1-100/90_9.npy,/data2/lyy/patch/train/Full_dose/90_9.npy
/data2/lyy/patch/train/1-100/286_40.npy,/data2/lyy/patch/train/Full_dose/286_40.npy
/data2/lyy/patch/train/1-100/55_21.npy,/data2/lyy/patch/train/Full_dose/55_21.npy
/data2/lyy/patch/train/1-100/1_53.npy,/data2/lyy/patch/train/Full_dose/1_53.npy
/data2/lyy/patch/train/1-100/172_36.npy,/data2/lyy/patch/train/Full_dose/172_36.npy
/data2/lyy/patch/train/1-100/277_53.npy,/data2/lyy/patch/train/Full_dose/277_53.npy
/data2/lyy/patch/train/1-100/163_31.npy,/data2/lyy/patch/train/Full_dose/163_31.npy
/data2/lyy/patch/train/1-100/41_36.npy,/data2/lyy/patch/train/Full_dose/41_36.npy
/data2/lyy/patch/train/1-100/161_1.npy,/data2/lyy/patch/train/Full_dose/161_1.npy
/data2/lyy/patch/train/1-100/300_27.npy,/data2/lyy/patch/train/Full_dose/300_27.npy
/data2/lyy/patch/train/1-100/97_3.npy,/data2/lyy/patch/train/Full_dose/97_3.npy
/data2/lyy/patch/train/1-100/223_29.npy,/data2/lyy/patch/train/Full_dose/223_29.npy
/data2/lyy/patch/train/1-100/134_31.npy,/data2/lyy/patch/train/Full_dose/134_31.npy
/data2/lyy/patch/train/1-100/258_7.npy,/data2/lyy/patch/train/Full_dose/258_7.npy
/data2/lyy/patch/train/1-100/154_9.npy,/data2/lyy/patch/train/Full_dose/154_9.npy
/data2/lyy/patch/train/1-100/126_47.npy,/data2/lyy/patch/train/Full_dose/126_47.npy
/data2/lyy/patch/train/1-100/161_15.npy,/data2/lyy/patch/train/Full_dose/161_15.npy
/data2/lyy/patch/train/1-100/157_11.npy,/data2/lyy/patch/train/Full_dose/157_11.npy
